Year,Month,Month-number,Data_Item,Value,Units
1982,January,1,Choice beef wholesale to retail price spread,73.100000000000000000000000000000,Cents per pound of retail equivalent
1982,February,2,Choice beef wholesale to retail price spread,68.800000000000000000000000000000,Cents per pound of retail equivalent
1982,March,3,Choice beef wholesale to retail price spread,62.800000000000000000000000000000,Cents per pound of retail equivalent
1982,April,4,Choice beef wholesale to retail price spread,57.700000000000000000000000000000,Cents per pound of retail equivalent
1982,May,5,Choice beef wholesale to retail price spread,55.200000000000000000000000000000,Cents per pound of retail equivalent
1982,June,6,Choice beef wholesale to retail price spread,69.300000000000000000000000000000,Cents per pound of retail equivalent
1982,July,7,Choice beef wholesale to retail price spread,79.500000000000000000000000000000,Cents per pound of retail equivalent
1982,August,8,Choice beef wholesale to retail price spread,77.300000000000000000000000000000,Cents per pound of retail equivalent
1982,September,9,Choice beef wholesale to retail price spread,84.500000000000000000000000000000,Cents per pound of retail equivalent
1982,October,10,Choice beef wholesale to retail price spread,81.600000000000000000000000000000,Cents per pound of retail equivalent
1982,November,11,Choice beef wholesale to retail price spread,80.400000000000000000000000000000,Cents per pound of retail equivalent
1982,December,12,Choice beef wholesale to retail price spread,79.000000000000000000000000000000,Cents per pound of retail equivalent
1983,January,1,Choice beef wholesale to retail price spread,78.200000000000000000000000000000,Cents per pound of retail equivalent
1983,February,2,Choice beef wholesale to retail price spread,76.100000000000000000000000000000,Cents per pound of retail equivalent
1983,March,3,Choice beef wholesale to retail price spread,68.600000000000000000000000000000,Cents per pound of retail equivalent
1983,April,4,Choice beef wholesale to retail price spread,63.800000000000000000000000000000,Cents per pound of retail equivalent
1983,May,5,Choice beef wholesale to retail price spread,70.900000000000000000000000000000,Cents per pound of retail equivalent
1983,June,6,Choice beef wholesale to retail price spread,72.600000000000000000000000000000,Cents per pound of retail equivalent
1983,July,7,Choice beef wholesale to retail price spread,77.700000000000000000000000000000,Cents per pound of retail equivalent
1983,August,8,Choice beef wholesale to retail price spread,79.900000000000000000000000000000,Cents per pound of retail equivalent
1983,September,9,Choice beef wholesale to retail price spread,80.900000000000000000000000000000,Cents per pound of retail equivalent
1983,October,10,Choice beef wholesale to retail price spread,78.400000000000000000000000000000,Cents per pound of retail equivalent
1983,November,11,Choice beef wholesale to retail price spread,77.500000000000000000000000000000,Cents per pound of retail equivalent
1983,December,12,Choice beef wholesale to retail price spread,63.100000000000000000000000000000,Cents per pound of retail equivalent
1984,January,1,Choice beef wholesale to retail price spread,63.600000000000000000000000000000,Cents per pound of retail equivalent
1984,February,2,Choice beef wholesale to retail price spread,72.300000000000000000000000000000,Cents per pound of retail equivalent
1984,March,3,Choice beef wholesale to retail price spread,69.700000000000000000000000000000,Cents per pound of retail equivalent
1984,April,4,Choice beef wholesale to retail price spread,72.300000000000000000000000000000,Cents per pound of retail equivalent
1984,May,5,Choice beef wholesale to retail price spread,76.100000000000000000000000000000,Cents per pound of retail equivalent
1984,June,6,Choice beef wholesale to retail price spread,76.600000000000000000000000000000,Cents per pound of retail equivalent
1984,July,7,Choice beef wholesale to retail price spread,68.800000000000000000000000000000,Cents per pound of retail equivalent
1984,August,8,Choice beef wholesale to retail price spread,74.600000000000000000000000000000,Cents per pound of retail equivalent
1984,September,9,Choice beef wholesale to retail price spread,77.800000000000000000000000000000,Cents per pound of retail equivalent
1984,October,10,Choice beef wholesale to retail price spread,80.500000000000000000000000000000,Cents per pound of retail equivalent
1984,November,11,Choice beef wholesale to retail price spread,71.300000000000000000000000000000,Cents per pound of retail equivalent
1984,December,12,Choice beef wholesale to retail price spread,71.600000000000000000000000000000,Cents per pound of retail equivalent
1985,January,1,Choice beef wholesale to retail price spread,73.800000000000000000000000000000,Cents per pound of retail equivalent
1985,February,2,Choice beef wholesale to retail price spread,75.700000000000000000000000000000,Cents per pound of retail equivalent
1985,March,3,Choice beef wholesale to retail price spread,83.700000000000000000000000000000,Cents per pound of retail equivalent
1985,April,4,Choice beef wholesale to retail price spread,86.500000000000000000000000000000,Cents per pound of retail equivalent
1985,May,5,Choice beef wholesale to retail price spread,84.000000000000000000000000000000,Cents per pound of retail equivalent
1985,June,6,Choice beef wholesale to retail price spread,83.600000000000000000000000000000,Cents per pound of retail equivalent
1985,July,7,Choice beef wholesale to retail price spread,91.700000000000000000000000000000,Cents per pound of retail equivalent
1985,August,8,Choice beef wholesale to retail price spread,89.800000000000000000000000000000,Cents per pound of retail equivalent
1985,September,9,Choice beef wholesale to retail price spread,86.100000000000000000000000000000,Cents per pound of retail equivalent
1985,October,10,Choice beef wholesale to retail price spread,70.700000000000000000000000000000,Cents per pound of retail equivalent
1985,November,11,Choice beef wholesale to retail price spread,62.200000000000000000000000000000,Cents per pound of retail equivalent
1985,December,12,Choice beef wholesale to retail price spread,70.300000000000000000000000000000,Cents per pound of retail equivalent
1986,January,1,Choice beef wholesale to retail price spread,80.300000000000000000000000000000,Cents per pound of retail equivalent
1986,February,2,Choice beef wholesale to retail price spread,85.400000000000000000000000000000,Cents per pound of retail equivalent
1986,March,3,Choice beef wholesale to retail price spread,85.400000000000000000000000000000,Cents per pound of retail equivalent
1986,April,4,Choice beef wholesale to retail price spread,85.300000000000000000000000000000,Cents per pound of retail equivalent
1986,May,5,Choice beef wholesale to retail price spread,80.100000000000000000000000000000,Cents per pound of retail equivalent
1986,June,6,Choice beef wholesale to retail price spread,84.300000000000000000000000000000,Cents per pound of retail equivalent
1986,July,7,Choice beef wholesale to retail price spread,76.600000000000000000000000000000,Cents per pound of retail equivalent
1986,August,8,Choice beef wholesale to retail price spread,77.000000000000000000000000000000,Cents per pound of retail equivalent
1986,September,9,Choice beef wholesale to retail price spread,77.600000000000000000000000000000,Cents per pound of retail equivalent
1986,October,10,Choice beef wholesale to retail price spread,76.400000000000000000000000000000,Cents per pound of retail equivalent
1986,November,11,Choice beef wholesale to retail price spread,73.800000000000000000000000000000,Cents per pound of retail equivalent
1986,December,12,Choice beef wholesale to retail price spread,80.700000000000000000000000000000,Cents per pound of retail equivalent
1987,January,1,Choice beef wholesale to retail price spread,85.100000000000000000000000000000,Cents per pound of retail equivalent
1987,February,2,Choice beef wholesale to retail price spread,78.200000000000000000000000000000,Cents per pound of retail equivalent
1987,March,3,Choice beef wholesale to retail price spread,76.000000000000000000000000000000,Cents per pound of retail equivalent
1987,April,4,Choice beef wholesale to retail price spread,66.700000000000000000000000000000,Cents per pound of retail equivalent
1987,May,5,Choice beef wholesale to retail price spread,63.300000000000000000000000000000,Cents per pound of retail equivalent
1987,June,6,Choice beef wholesale to retail price spread,71.700000000000000000000000000000,Cents per pound of retail equivalent
1987,July,7,Choice beef wholesale to retail price spread,80.200000000000000000000000000000,Cents per pound of retail equivalent
1987,August,8,Choice beef wholesale to retail price spread,84.200000000000000000000000000000,Cents per pound of retail equivalent
1987,September,9,Choice beef wholesale to retail price spread,81.800000000000000000000000000000,Cents per pound of retail equivalent
1987,October,10,Choice beef wholesale to retail price spread,82.300000000000000000000000000000,Cents per pound of retail equivalent
1987,November,11,Choice beef wholesale to retail price spread,85.600000000000000000000000000000,Cents per pound of retail equivalent
1987,December,12,Choice beef wholesale to retail price spread,85.700000000000000000000000000000,Cents per pound of retail equivalent
1988,January,1,Choice beef wholesale to retail price spread,79.500000000000000000000000000000,Cents per pound of retail equivalent
1988,February,2,Choice beef wholesale to retail price spread,78.800000000000000000000000000000,Cents per pound of retail equivalent
1988,March,3,Choice beef wholesale to retail price spread,74.700000000000000000000000000000,Cents per pound of retail equivalent
1988,April,4,Choice beef wholesale to retail price spread,73.300000000000000000000000000000,Cents per pound of retail equivalent
1988,May,5,Choice beef wholesale to retail price spread,65.900000000000000000000000000000,Cents per pound of retail equivalent
1988,June,6,Choice beef wholesale to retail price spread,81.300000000000000000000000000000,Cents per pound of retail equivalent
1988,July,7,Choice beef wholesale to retail price spread,95.700000000000000000000000000000,Cents per pound of retail equivalent
1988,August,8,Choice beef wholesale to retail price spread,87.700000000000000000000000000000,Cents per pound of retail equivalent
1988,September,9,Choice beef wholesale to retail price spread,86.200000000000000000000000000000,Cents per pound of retail equivalent
1988,October,10,Choice beef wholesale to retail price spread,82.300000000000000000000000000000,Cents per pound of retail equivalent
1988,November,11,Choice beef wholesale to retail price spread,84.200000000000000000000000000000,Cents per pound of retail equivalent
1988,December,12,Choice beef wholesale to retail price spread,81.500000000000000000000000000000,Cents per pound of retail equivalent
1989,January,1,Choice beef wholesale to retail price spread,84.000000000000000000000000000000,Cents per pound of retail equivalent
1989,February,2,Choice beef wholesale to retail price spread,81.900000000000000000000000000000,Cents per pound of retail equivalent
1989,March,3,Choice beef wholesale to retail price spread,84.200000000000000000000000000000,Cents per pound of retail equivalent
1989,April,4,Choice beef wholesale to retail price spread,82.600000000000000000000000000000,Cents per pound of retail equivalent
1989,May,5,Choice beef wholesale to retail price spread,84.400000000000000000000000000000,Cents per pound of retail equivalent
1989,June,6,Choice beef wholesale to retail price spread,92.600000000000000000000000000000,Cents per pound of retail equivalent
1989,July,7,Choice beef wholesale to retail price spread,95.500000000000000000000000000000,Cents per pound of retail equivalent
1989,August,8,Choice beef wholesale to retail price spread,94.500000000000000000000000000000,Cents per pound of retail equivalent
1989,September,9,Choice beef wholesale to retail price spread,96.600000000000000000000000000000,Cents per pound of retail equivalent
1989,October,10,Choice beef wholesale to retail price spread,95.500000000000000000000000000000,Cents per pound of retail equivalent
1989,November,11,Choice beef wholesale to retail price spread,89.300000000000000000000000000000,Cents per pound of retail equivalent
1989,December,12,Choice beef wholesale to retail price spread,85.600000000000000000000000000000,Cents per pound of retail equivalent
1990,January,1,Choice beef wholesale to retail price spread,87.300000000000000000000000000000,Cents per pound of retail equivalent
1990,February,2,Choice beef wholesale to retail price spread,85.000000000000000000000000000000,Cents per pound of retail equivalent
1990,March,3,Choice beef wholesale to retail price spread,84.800000000000000000000000000000,Cents per pound of retail equivalent
1990,April,4,Choice beef wholesale to retail price spread,87.800000000000000000000000000000,Cents per pound of retail equivalent
1990,May,5,Choice beef wholesale to retail price spread,92.000000000000000000000000000000,Cents per pound of retail equivalent
1990,June,6,Choice beef wholesale to retail price spread,95.100000000000000000000000000000,Cents per pound of retail equivalent
1990,July,7,Choice beef wholesale to retail price spread,97.500000000000000000000000000000,Cents per pound of retail equivalent
1990,August,8,Choice beef wholesale to retail price spread,93.500000000000000000000000000000,Cents per pound of retail equivalent
1990,September,9,Choice beef wholesale to retail price spread,94.000000000000000000000000000000,Cents per pound of retail equivalent
1990,October,10,Choice beef wholesale to retail price spread,90.500000000000000000000000000000,Cents per pound of retail equivalent
1990,November,11,Choice beef wholesale to retail price spread,94.000000000000000000000000000000,Cents per pound of retail equivalent
1990,December,12,Choice beef wholesale to retail price spread,95.900000000000000000000000000000,Cents per pound of retail equivalent
1991,January,1,Choice beef wholesale to retail price spread,102.300000000000000000000000000000,Cents per pound of retail equivalent
1991,February,2,Choice beef wholesale to retail price spread,102.900000000000000000000000000000,Cents per pound of retail equivalent
1991,March,3,Choice beef wholesale to retail price spread,102.000000000000000000000000000000,Cents per pound of retail equivalent
1991,April,4,Choice beef wholesale to retail price spread,103.000000000000000000000000000000,Cents per pound of retail equivalent
1991,May,5,Choice beef wholesale to retail price spread,105.200000000000000000000000000000,Cents per pound of retail equivalent
1991,June,6,Choice beef wholesale to retail price spread,106.300000000000000000000000000000,Cents per pound of retail equivalent
1991,July,7,Choice beef wholesale to retail price spread,109.600000000000000000000000000000,Cents per pound of retail equivalent
1991,August,8,Choice beef wholesale to retail price spread,113.200000000000000000000000000000,Cents per pound of retail equivalent
1991,September,9,Choice beef wholesale to retail price spread,109.300000000000000000000000000000,Cents per pound of retail equivalent
1991,October,10,Choice beef wholesale to retail price spread,102.700000000000000000000000000000,Cents per pound of retail equivalent
1991,November,11,Choice beef wholesale to retail price spread,105.900000000000000000000000000000,Cents per pound of retail equivalent
1991,December,12,Choice beef wholesale to retail price spread,107.600000000000000000000000000000,Cents per pound of retail equivalent
1992,January,1,Choice beef wholesale to retail price spread,102.100000000000000000000000000000,Cents per pound of retail equivalent
1992,February,2,Choice beef wholesale to retail price spread,97.900000000000000000000000000000,Cents per pound of retail equivalent
1992,March,3,Choice beef wholesale to retail price spread,102.300000000000000000000000000000,Cents per pound of retail equivalent
1992,April,4,Choice beef wholesale to retail price spread,105.000000000000000000000000000000,Cents per pound of retail equivalent
1992,May,5,Choice beef wholesale to retail price spread,102.400000000000000000000000000000,Cents per pound of retail equivalent
1992,June,6,Choice beef wholesale to retail price spread,106.300000000000000000000000000000,Cents per pound of retail equivalent
1992,July,7,Choice beef wholesale to retail price spread,110.200000000000000000000000000000,Cents per pound of retail equivalent
1992,August,8,Choice beef wholesale to retail price spread,104.300000000000000000000000000000,Cents per pound of retail equivalent
1992,September,9,Choice beef wholesale to retail price spread,108.200000000000000000000000000000,Cents per pound of retail equivalent
1992,October,10,Choice beef wholesale to retail price spread,108.100000000000000000000000000000,Cents per pound of retail equivalent
1992,November,11,Choice beef wholesale to retail price spread,110.000000000000000000000000000000,Cents per pound of retail equivalent
1992,December,12,Choice beef wholesale to retail price spread,103.100000000000000000000000000000,Cents per pound of retail equivalent
1993,January,1,Choice beef wholesale to retail price spread,99.900000000000000000000000000000,Cents per pound of retail equivalent
1993,February,2,Choice beef wholesale to retail price spread,104.700000000000000000000000000000,Cents per pound of retail equivalent
1993,March,3,Choice beef wholesale to retail price spread,103.800000000000000000000000000000,Cents per pound of retail equivalent
1993,April,4,Choice beef wholesale to retail price spread,105.600000000000000000000000000000,Cents per pound of retail equivalent
1993,May,5,Choice beef wholesale to retail price spread,108.900000000000000000000000000000,Cents per pound of retail equivalent
1993,June,6,Choice beef wholesale to retail price spread,112.700000000000000000000000000000,Cents per pound of retail equivalent
1993,July,7,Choice beef wholesale to retail price spread,120.800000000000000000000000000000,Cents per pound of retail equivalent
1993,August,8,Choice beef wholesale to retail price spread,111.500000000000000000000000000000,Cents per pound of retail equivalent
1993,September,9,Choice beef wholesale to retail price spread,112.100000000000000000000000000000,Cents per pound of retail equivalent
1993,October,10,Choice beef wholesale to retail price spread,116.900000000000000000000000000000,Cents per pound of retail equivalent
1993,November,11,Choice beef wholesale to retail price spread,116.800000000000000000000000000000,Cents per pound of retail equivalent
1993,December,12,Choice beef wholesale to retail price spread,117.600000000000000000000000000000,Cents per pound of retail equivalent
1994,January,1,Choice beef wholesale to retail price spread,114.400000000000000000000000000000,Cents per pound of retail equivalent
1994,February,2,Choice beef wholesale to retail price spread,112.200000000000000000000000000000,Cents per pound of retail equivalent
1994,March,3,Choice beef wholesale to retail price spread,111.400000000000000000000000000000,Cents per pound of retail equivalent
1994,April,4,Choice beef wholesale to retail price spread,110.300000000000000000000000000000,Cents per pound of retail equivalent
1994,May,5,Choice beef wholesale to retail price spread,120.500000000000000000000000000000,Cents per pound of retail equivalent
1994,June,6,Choice beef wholesale to retail price spread,124.800000000000000000000000000000,Cents per pound of retail equivalent
1994,July,7,Choice beef wholesale to retail price spread,119.700000000000000000000000000000,Cents per pound of retail equivalent
1994,August,8,Choice beef wholesale to retail price spread,111.800000000000000000000000000000,Cents per pound of retail equivalent
1994,September,9,Choice beef wholesale to retail price spread,118.000000000000000000000000000000,Cents per pound of retail equivalent
1994,October,10,Choice beef wholesale to retail price spread,118.700000000000000000000000000000,Cents per pound of retail equivalent
1994,November,11,Choice beef wholesale to retail price spread,116.400000000000000000000000000000,Cents per pound of retail equivalent
1994,December,12,Choice beef wholesale to retail price spread,115.100000000000000000000000000000,Cents per pound of retail equivalent
1995,January,1,Choice beef wholesale to retail price spread,110.900000000000000000000000000000,Cents per pound of retail equivalent
1995,February,2,Choice beef wholesale to retail price spread,113.900000000000000000000000000000,Cents per pound of retail equivalent
1995,March,3,Choice beef wholesale to retail price spread,119.000000000000000000000000000000,Cents per pound of retail equivalent
1995,April,4,Choice beef wholesale to retail price spread,125.200000000000000000000000000000,Cents per pound of retail equivalent
1995,May,5,Choice beef wholesale to retail price spread,121.800000000000000000000000000000,Cents per pound of retail equivalent
1995,June,6,Choice beef wholesale to retail price spread,117.800000000000000000000000000000,Cents per pound of retail equivalent
1995,July,7,Choice beef wholesale to retail price spread,128.900000000000000000000000000000,Cents per pound of retail equivalent
1995,August,8,Choice beef wholesale to retail price spread,126.600000000000000000000000000000,Cents per pound of retail equivalent
1995,September,9,Choice beef wholesale to retail price spread,120.900000000000000000000000000000,Cents per pound of retail equivalent
1995,October,10,Choice beef wholesale to retail price spread,119.800000000000000000000000000000,Cents per pound of retail equivalent
1995,November,11,Choice beef wholesale to retail price spread,119.400000000000000000000000000000,Cents per pound of retail equivalent
1995,December,12,Choice beef wholesale to retail price spread,121.300000000000000000000000000000,Cents per pound of retail equivalent
1996,January,1,Choice beef wholesale to retail price spread,125.300000000000000000000000000000,Cents per pound of retail equivalent
1996,February,2,Choice beef wholesale to retail price spread,126.600000000000000000000000000000,Cents per pound of retail equivalent
1996,March,3,Choice beef wholesale to retail price spread,127.400000000000000000000000000000,Cents per pound of retail equivalent
1996,April,4,Choice beef wholesale to retail price spread,131.400000000000000000000000000000,Cents per pound of retail equivalent
1996,May,5,Choice beef wholesale to retail price spread,127.600000000000000000000000000000,Cents per pound of retail equivalent
1996,June,6,Choice beef wholesale to retail price spread,121.700000000000000000000000000000,Cents per pound of retail equivalent
1996,July,7,Choice beef wholesale to retail price spread,122.000000000000000000000000000000,Cents per pound of retail equivalent
1996,August,8,Choice beef wholesale to retail price spread,121.200000000000000000000000000000,Cents per pound of retail equivalent
1996,September,9,Choice beef wholesale to retail price spread,118.900000000000000000000000000000,Cents per pound of retail equivalent
1996,October,10,Choice beef wholesale to retail price spread,114.900000000000000000000000000000,Cents per pound of retail equivalent
1996,November,11,Choice beef wholesale to retail price spread,105.900000000000000000000000000000,Cents per pound of retail equivalent
1996,December,12,Choice beef wholesale to retail price spread,122.000000000000000000000000000000,Cents per pound of retail equivalent
1997,January,1,Choice beef wholesale to retail price spread,125.800000000000000000000000000000,Cents per pound of retail equivalent
1997,February,2,Choice beef wholesale to retail price spread,127.100000000000000000000000000000,Cents per pound of retail equivalent
1997,March,3,Choice beef wholesale to retail price spread,115.600000000000000000000000000000,Cents per pound of retail equivalent
1997,April,4,Choice beef wholesale to retail price spread,119.200000000000000000000000000000,Cents per pound of retail equivalent
1997,May,5,Choice beef wholesale to retail price spread,117.800000000000000000000000000000,Cents per pound of retail equivalent
1997,June,6,Choice beef wholesale to retail price spread,121.500000000000000000000000000000,Cents per pound of retail equivalent
1997,July,7,Choice beef wholesale to retail price spread,122.100000000000000000000000000000,Cents per pound of retail equivalent
1997,August,8,Choice beef wholesale to retail price spread,119.800000000000000000000000000000,Cents per pound of retail equivalent
1997,September,9,Choice beef wholesale to retail price spread,123.600000000000000000000000000000,Cents per pound of retail equivalent
1997,October,10,Choice beef wholesale to retail price spread,120.300000000000000000000000000000,Cents per pound of retail equivalent
1997,November,11,Choice beef wholesale to retail price spread,117.800000000000000000000000000000,Cents per pound of retail equivalent
1997,December,12,Choice beef wholesale to retail price spread,125.300000000000000000000000000000,Cents per pound of retail equivalent
1998,January,1,Choice beef wholesale to retail price spread,121.100000000000000000000000000000,Cents per pound of retail equivalent
1998,February,2,Choice beef wholesale to retail price spread,123.500000000000000000000000000000,Cents per pound of retail equivalent
1998,March,3,Choice beef wholesale to retail price spread,126.100000000000000000000000000000,Cents per pound of retail equivalent
1998,April,4,Choice beef wholesale to retail price spread,126.600000000000000000000000000000,Cents per pound of retail equivalent
1998,May,5,Choice beef wholesale to retail price spread,120.400000000000000000000000000000,Cents per pound of retail equivalent
1998,June,6,Choice beef wholesale to retail price spread,124.200000000000000000000000000000,Cents per pound of retail equivalent
1998,July,7,Choice beef wholesale to retail price spread,124.500000000000000000000000000000,Cents per pound of retail equivalent
1998,August,8,Choice beef wholesale to retail price spread,118.800000000000000000000000000000,Cents per pound of retail equivalent
1998,September,9,Choice beef wholesale to retail price spread,121.000000000000000000000000000000,Cents per pound of retail equivalent
1998,October,10,Choice beef wholesale to retail price spread,118.600000000000000000000000000000,Cents per pound of retail equivalent
1998,November,11,Choice beef wholesale to retail price spread,121.900000000000000000000000000000,Cents per pound of retail equivalent
1998,December,12,Choice beef wholesale to retail price spread,133.200000000000000000000000000000,Cents per pound of retail equivalent
1999,January,1,Choice beef wholesale to retail price spread,122.800000000000000000000000000000,Cents per pound of retail equivalent
1999,February,2,Choice beef wholesale to retail price spread,124.300000000000000000000000000000,Cents per pound of retail equivalent
1999,March,3,Choice beef wholesale to retail price spread,116.600000000000000000000000000000,Cents per pound of retail equivalent
1999,April,4,Choice beef wholesale to retail price spread,117.800000000000000000000000000000,Cents per pound of retail equivalent
1999,May,5,Choice beef wholesale to retail price spread,111.900000000000000000000000000000,Cents per pound of retail equivalent
1999,June,6,Choice beef wholesale to retail price spread,109.100000000000000000000000000000,Cents per pound of retail equivalent
1999,July,7,Choice beef wholesale to retail price spread,117.800000000000000000000000000000,Cents per pound of retail equivalent
1999,August,8,Choice beef wholesale to retail price spread,113.200000000000000000000000000000,Cents per pound of retail equivalent
1999,September,9,Choice beef wholesale to retail price spread,112.062801427651000000000000000000,Cents per pound of retail equivalent
1999,October,10,Choice beef wholesale to retail price spread,112.300000000000000000000000000000,Cents per pound of retail equivalent
1999,November,11,Choice beef wholesale to retail price spread,119.513787219532000000000000000000,Cents per pound of retail equivalent
1999,December,12,Choice beef wholesale to retail price spread,119.941063860809000000000000000000,Cents per pound of retail equivalent
2000,January,1,Choice beef wholesale to retail price spread,117.194597569060000000000000000000,Cents per pound of retail equivalent
2000,February,2,Choice beef wholesale to retail price spread,119.182235011416000000000000000000,Cents per pound of retail equivalent
2000,March,3,Choice beef wholesale to retail price spread,114.610937575434000000000000000000,Cents per pound of retail equivalent
2000,April,4,Choice beef wholesale to retail price spread,114.399740758171000000000000000000,Cents per pound of retail equivalent
2000,May,5,Choice beef wholesale to retail price spread,114.966791140709000000000000000000,Cents per pound of retail equivalent
2000,June,6,Choice beef wholesale to retail price spread,120.791514790991000000000000000000,Cents per pound of retail equivalent
2000,July,7,Choice beef wholesale to retail price spread,130.374210429349000000000000000000,Cents per pound of retail equivalent
2000,August,8,Choice beef wholesale to retail price spread,137.326748886487000000000000000000,Cents per pound of retail equivalent
2000,September,9,Choice beef wholesale to retail price spread,144.429734003021000000000000000000,Cents per pound of retail equivalent
2000,October,10,Choice beef wholesale to retail price spread,137.439566516215000000000000000000,Cents per pound of retail equivalent
2000,November,11,Choice beef wholesale to retail price spread,127.510974922367000000000000000000,Cents per pound of retail equivalent
2000,December,12,Choice beef wholesale to retail price spread,112.478236709645000000000000000000,Cents per pound of retail equivalent
2001,January,1,Choice beef wholesale to retail price spread,118.874368655234000000000000000000,Cents per pound of retail equivalent
2001,February,2,Choice beef wholesale to retail price spread,132.663956344796000000000000000000,Cents per pound of retail equivalent
2001,March,3,Choice beef wholesale to retail price spread,131.589142713333000000000000000000,Cents per pound of retail equivalent
2001,April,4,Choice beef wholesale to retail price spread,141.515592212773000000000000000000,Cents per pound of retail equivalent
2001,May,5,Choice beef wholesale to retail price spread,139.524941754395000000000000000000,Cents per pound of retail equivalent
2001,June,6,Choice beef wholesale to retail price spread,149.333521627105000000000000000000,Cents per pound of retail equivalent
2001,July,7,Choice beef wholesale to retail price spread,159.461598290076000000000000000000,Cents per pound of retail equivalent
2001,August,8,Choice beef wholesale to retail price spread,151.204675564012000000000000000000,Cents per pound of retail equivalent
2001,September,9,Choice beef wholesale to retail price spread,150.978043440494000000000000000000,Cents per pound of retail equivalent
2001,October,10,Choice beef wholesale to retail price spread,157.552471221354000000000000000000,Cents per pound of retail equivalent
2001,November,11,Choice beef wholesale to retail price spread,163.364676421690000000000000000000,Cents per pound of retail equivalent
2001,December,12,Choice beef wholesale to retail price spread,152.999099648035000000000000000000,Cents per pound of retail equivalent
2002,January,1,Choice beef wholesale to retail price spread,155.546862572162000000000000000000,Cents per pound of retail equivalent
2002,February,2,Choice beef wholesale to retail price spread,142.303863211932000000000000000000,Cents per pound of retail equivalent
2002,March,3,Choice beef wholesale to retail price spread,141.137235628362000000000000000000,Cents per pound of retail equivalent
2002,April,4,Choice beef wholesale to retail price spread,150.695080688062000000000000000000,Cents per pound of retail equivalent
2002,May,5,Choice beef wholesale to retail price spread,152.846728172305000000000000000000,Cents per pound of retail equivalent
2002,June,6,Choice beef wholesale to retail price spread,151.275436635158000000000000000000,Cents per pound of retail equivalent
2002,July,7,Choice beef wholesale to retail price spread,156.432852906129000000000000000000,Cents per pound of retail equivalent
2002,August,8,Choice beef wholesale to retail price spread,160.504319615930000000000000000000,Cents per pound of retail equivalent
2002,September,9,Choice beef wholesale to retail price spread,154.004099279374000000000000000000,Cents per pound of retail equivalent
2002,October,10,Choice beef wholesale to retail price spread,150.648485486309000000000000000000,Cents per pound of retail equivalent
2002,November,11,Choice beef wholesale to retail price spread,151.855123342847000000000000000000,Cents per pound of retail equivalent
2002,December,12,Choice beef wholesale to retail price spread,146.685451822497000000000000000000,Cents per pound of retail equivalent
2003,January,1,Choice beef wholesale to retail price spread,139.391378122217000000000000000000,Cents per pound of retail equivalent
2003,February,2,Choice beef wholesale to retail price spread,147.136786878422000000000000000000,Cents per pound of retail equivalent
2003,March,3,Choice beef wholesale to retail price spread,159.668342253826000000000000000000,Cents per pound of retail equivalent
2003,April,4,Choice beef wholesale to retail price spread,157.569627913208000000000000000000,Cents per pound of retail equivalent
2003,May,5,Choice beef wholesale to retail price spread,141.470033531705000000000000000000,Cents per pound of retail equivalent
2003,June,6,Choice beef wholesale to retail price spread,146.122076263848000000000000000000,Cents per pound of retail equivalent
2003,July,7,Choice beef wholesale to retail price spread,162.536026336521000000000000000000,Cents per pound of retail equivalent
2003,August,8,Choice beef wholesale to retail price spread,155.896897988909000000000000000000,Cents per pound of retail equivalent
2003,September,9,Choice beef wholesale to retail price spread,128.267254727964000000000000000000,Cents per pound of retail equivalent
2003,October,10,Choice beef wholesale to retail price spread,121.830032379383000000000000000000,Cents per pound of retail equivalent
2003,November,11,Choice beef wholesale to retail price spread,174.288404005211000000000000000000,Cents per pound of retail equivalent
2003,December,12,Choice beef wholesale to retail price spread,187.343313461870000000000000000000,Cents per pound of retail equivalent
2004,January,1,Choice beef wholesale to retail price spread,187.710931769055000000000000000000,Cents per pound of retail equivalent
2004,February,2,Choice beef wholesale to retail price spread,200.389174060824000000000000000000,Cents per pound of retail equivalent
2004,March,3,Choice beef wholesale to retail price spread,178.842641931168000000000000000000,Cents per pound of retail equivalent
2004,April,4,Choice beef wholesale to retail price spread,161.543652968955000000000000000000,Cents per pound of retail equivalent
2004,May,5,Choice beef wholesale to retail price spread,164.215597910324000000000000000000,Cents per pound of retail equivalent
2004,June,6,Choice beef wholesale to retail price spread,187.736227165134000000000000000000,Cents per pound of retail equivalent
2004,July,7,Choice beef wholesale to retail price spread,201.570427971724000000000000000000,Cents per pound of retail equivalent
2004,August,8,Choice beef wholesale to retail price spread,197.383159922237000000000000000000,Cents per pound of retail equivalent
2004,September,9,Choice beef wholesale to retail price spread,200.756031486083000000000000000000,Cents per pound of retail equivalent
2004,October,10,Choice beef wholesale to retail price spread,189.320721499863000000000000000000,Cents per pound of retail equivalent
2004,November,11,Choice beef wholesale to retail price spread,197.228573284964000000000000000000,Cents per pound of retail equivalent
2004,December,12,Choice beef wholesale to retail price spread,185.202076881138000000000000000000,Cents per pound of retail equivalent
2005,January,1,Choice beef wholesale to retail price spread,177.023415717394000000000000000000,Cents per pound of retail equivalent
2005,February,2,Choice beef wholesale to retail price spread,190.366633913122000000000000000000,Cents per pound of retail equivalent
2005,March,3,Choice beef wholesale to retail price spread,187.790302010859000000000000000000,Cents per pound of retail equivalent
