"Producer Price Index item","Month of forecast","Year of forecast","Year being forecast","Attribute","Forecast percent change"
"Wholesale beef",1,"2019","2019","Upper bound of prediction interval",18.3
"Wholesale beef",2,"2019","2019","Lower bound of prediction interval",-13.9
"Wholesale beef",2,"2019","2019","Mid point of prediction interval",-1.2
"Wholesale beef",2,"2019","2019","Upper bound of prediction interval",14.1
"Wholesale beef",3,"2019","2019","Lower bound of prediction interval",-11.1
"Wholesale beef",3,"2019","2019","Mid point of prediction interval",0.3
"Wholesale beef",3,"2019","2019","Upper bound of prediction interval",13.9
"Wholesale beef",4,"2019","2019","Lower bound of prediction interval",-6.7
"Wholesale beef",4,"2019","2019","Mid point of prediction interval",3.5
"Wholesale beef",4,"2019","2019","Upper bound of prediction interval",15.5
"Wholesale beef",5,"2019","2019","Lower bound of prediction interval",-3.4
"Wholesale beef",5,"2019","2019","Mid point of prediction interval",5.6
"Wholesale beef",5,"2019","2019","Upper bound of prediction interval",16.2
"Wholesale beef",6,"2019","2019","Lower bound of prediction interval",-3
"Wholesale beef",6,"2019","2019","Mid point of prediction interval",4.3
"Wholesale beef",6,"2019","2019","Upper bound of prediction interval",12.9
"Wholesale beef",7,"2019","2019","Lower bound of prediction interval",-3.6
"Wholesale beef",7,"2019","2019","Mid point of prediction interval",2.1
"Wholesale beef",7,"2019","2019","Upper bound of prediction interval",8.8
"Wholesale beef",8,"2019","2019","Lower bound of prediction interval",-3.4
"Wholesale beef",8,"2019","2019","Mid point of prediction interval",0.9
"Wholesale beef",8,"2019","2019","Upper bound of prediction interval",5.8
"Wholesale beef",9,"2019","2019","Lower bound of prediction interval",-1.6
"Wholesale beef",9,"2019","2019","Mid point of prediction interval",1.8
"Wholesale beef",9,"2019","2019","Upper bound of prediction interval",5.5
"Wholesale beef",10,"2019","2019","Lower bound of prediction interval",-0.5
"Wholesale beef",10,"2019","2019","Mid point of prediction interval",1.8
"Wholesale beef",10,"2019","2019","Upper bound of prediction interval",4.3
"Wholesale beef",11,"2019","2019","Lower bound of prediction interval",0.4
"Wholesale beef",11,"2019","2019","Mid point of prediction interval",1.8
"Wholesale beef",11,"2019","2019","Upper bound of prediction interval",3.4
"Wholesale beef",12,"2019","2019","Lower bound of prediction interval",1.9
"Wholesale beef",12,"2019","2019","Mid point of prediction interval",2.6
"Wholesale beef",12,"2019","2019","Upper bound of prediction interval",3.4
"Wholesale pork",7,"2018","2019","Lower bound of prediction interval",-24.9
"Wholesale pork",7,"2018","2019","Mid point of prediction interval",-2.6
"Wholesale pork",7,"2018","2019","Upper bound of prediction interval",26.6
"Wholesale pork",8,"2018","2019","Lower bound of prediction interval",-19.6
"Wholesale pork",8,"2018","2019","Mid point of prediction interval",3.1
"Wholesale pork",8,"2018","2019","Upper bound of prediction interval",33.1
"Wholesale pork",9,"2018","2019","Lower bound of prediction interval",-21.9
"Wholesale pork",9,"2018","2019","Mid point of prediction interval",-1.9
"Wholesale pork",9,"2018","2019","Upper bound of prediction interval",25.1
"Wholesale pork",10,"2018","2019","Lower bound of prediction interval",-20.4
"Wholesale pork",10,"2018","2019","Mid point of prediction interval",-1.3
"Wholesale pork",10,"2018","2019","Upper bound of prediction interval",22.5
"Wholesale pork",11,"2018","2019","Lower bound of prediction interval",-18.2
"Wholesale pork",11,"2018","2019","Mid point of prediction interval",-0.4
"Wholesale pork",11,"2018","2019","Upper bound of prediction interval",22.3
"Wholesale pork",12,"2018","2019","Lower bound of prediction interval",-18
"Wholesale pork",12,"2018","2019","Mid point of prediction interval",-1.3
"Wholesale pork",12,"2018","2019","Upper bound of prediction interval",19.1
"Wholesale pork",1,"2019","2019","Lower bound of prediction interval",-18.8
"Wholesale pork",1,"2019","2019","Mid point of prediction interval",-4.2
"Wholesale pork",1,"2019","2019","Upper bound of prediction interval",13.7
"Wholesale pork",2,"2019","2019","Lower bound of prediction interval",-15.4
"Wholesale pork",2,"2019","2019","Mid point of prediction interval",-1.9
"Wholesale pork",2,"2019","2019","Upper bound of prediction interval",14.7
"Wholesale pork",3,"2019","2019","Lower bound of prediction interval",-14.7
"Wholesale pork",3,"2019","2019","Mid point of prediction interval",-3.1
"Wholesale pork",3,"2019","2019","Upper bound of prediction interval",10.6
"Wholesale pork",4,"2019","2019","Lower bound of prediction interval",-18.4
"Wholesale pork",4,"2019","2019","Mid point of prediction interval",-9.2
"Wholesale pork",4,"2019","2019","Upper bound of prediction interval",2
"Wholesale pork",5,"2019","2019","Lower bound of prediction interval",-10.6
"Wholesale pork",5,"2019","2019","Mid point of prediction interval",-1.7
"Wholesale pork",5,"2019","2019","Upper bound of prediction interval",9.3
"Wholesale pork",6,"2019","2019","Lower bound of prediction interval",-4.5
"Wholesale pork",6,"2019","2019","Mid point of prediction interval",3.7
"Wholesale pork",6,"2019","2019","Upper bound of prediction interval",13.4
"Wholesale pork",7,"2019","2019","Lower bound of prediction interval",-1
"Wholesale pork",7,"2019","2019","Mid point of prediction interval",5.8
"Wholesale pork",7,"2019","2019","Upper bound of prediction interval",13.9
"Wholesale pork",8,"2019","2019","Lower bound of prediction interval",-1.9
"Wholesale pork",8,"2019","2019","Mid point of prediction interval",3.1
"Wholesale pork",8,"2019","2019","Upper bound of prediction interval",9
"Wholesale pork",9,"2019","2019","Lower bound of prediction interval",0.2
"Wholesale pork",9,"2019","2019","Mid point of prediction interval",4
"Wholesale pork",9,"2019","2019","Upper bound of prediction interval",8.5
"Wholesale pork",10,"2019","2019","Lower bound of prediction interval",1.5
"Wholesale pork",10,"2019","2019","Mid point of prediction interval",4.2
"Wholesale pork",10,"2019","2019","Upper bound of prediction interval",7.2
"Wholesale pork",11,"2019","2019","Lower bound of prediction interval",2.3
"Wholesale pork",11,"2019","2019","Mid point of prediction interval",4
"Wholesale pork",11,"2019","2019","Upper bound of prediction interval",5.7
"Wholesale pork",12,"2019","2019","Lower bound of prediction interval",3.4
"Wholesale pork",12,"2019","2019","Mid point of prediction interval",4.2
"Wholesale pork",12,"2019","2019","Upper bound of prediction interval",5
"Wholesale poultry",7,"2018","2019","Lower bound of prediction interval",-16.1
"Wholesale poultry",7,"2018","2019","Mid point of prediction interval",-2.4
"Wholesale poultry",7,"2018","2019","Upper bound of prediction interval",13
"Wholesale poultry",8,"2018","2019","Lower bound of prediction interval",-13.3
"Wholesale poultry",8,"2018","2019","Mid point of prediction interval",0.1
"Wholesale poultry",8,"2018","2019","Upper bound of prediction interval",15.5
"Wholesale poultry",9,"2018","2019","Lower bound of prediction interval",-14
"Wholesale poultry",9,"2018","2019","Mid point of prediction interval",-2
"Wholesale poultry",9,"2018","2019","Upper bound of prediction interval",11.7
"Wholesale poultry",10,"2018","2019","Lower bound of prediction interval",-14.6
"Wholesale poultry",10,"2018","2019","Mid point of prediction interval",-3.3
"Wholesale poultry",10,"2018","2019","Upper bound of prediction interval",9.6
"Wholesale poultry",11,"2018","2019","Lower bound of prediction interval",-14.6
"Wholesale poultry",11,"2018","2019","Mid point of prediction interval",-4.1
"Wholesale poultry",11,"2018","2019","Upper bound of prediction interval",7.8
"Wholesale poultry",12,"2018","2019","Lower bound of prediction interval",-15.4
"Wholesale poultry",12,"2018","2019","Mid point of prediction interval",-5.8
"Wholesale poultry",12,"2018","2019","Upper bound of prediction interval",4.8
"Wholesale poultry",1,"2019","2019","Lower bound of prediction interval",-10.1
"Wholesale poultry",1,"2019","2019","Mid point of prediction interval",-2.8
"Wholesale poultry",1,"2019","2019","Upper bound of prediction interval",5.3
"Wholesale poultry",2,"2019","2019","Lower bound of prediction interval",-6.1
"Wholesale poultry",2,"2019","2019","Mid point of prediction interval",0.6
"Wholesale poultry",2,"2019","2019","Upper bound of prediction interval",8
"Wholesale poultry",3,"2019","2019","Lower bound of prediction interval",-5.1
"Wholesale poultry",3,"2019","2019","Mid point of prediction interval",0.8
"Wholesale poultry",3,"2019","2019","Upper bound of prediction interval",7.3
"Wholesale poultry",4,"2019","2019","Lower bound of prediction interval",-5.7
"Wholesale poultry",4,"2019","2019","Mid point of prediction interval",-0.4
"Wholesale poultry",4,"2019","2019","Upper bound of prediction interval",5.3
"Wholesale poultry",5,"2019","2019","Lower bound of prediction interval",-3.7
"Wholesale poultry",5,"2019","2019","Mid point of prediction interval",0.8
"Wholesale poultry",5,"2019","2019","Upper bound of prediction interval",5.8
"Wholesale poultry",6,"2019","2019","Lower bound of prediction interval",-1.7
"Wholesale poultry",6,"2019","2019","Mid point of prediction interval",2.2
"Wholesale poultry",6,"2019","2019","Upper bound of prediction interval",6.4
"Wholesale poultry",7,"2019","2019","Lower bound of prediction interval",-1.1
"Wholesale poultry",7,"2019","2019","Mid point of prediction interval",2.1
"Wholesale poultry",7,"2019","2019","Upper bound of prediction interval",5.6
"Wholesale poultry",8,"2019","2019","Lower bound of prediction interval",0.5
"Wholesale poultry",8,"2019","2019","Mid point of prediction interval",3
"Wholesale poultry",8,"2019","2019","Upper bound of prediction interval",5.8
"Wholesale poultry",9,"2019","2019","Lower bound of prediction interval",-0.3
"Wholesale poultry",9,"2019","2019","Mid point of prediction interval",1.5
"Wholesale poultry",9,"2019","2019","Upper bound of prediction interval",3.4
"Wholesale poultry",10,"2019","2019","Lower bound of prediction interval",0.4
"Wholesale poultry",10,"2019","2019","Mid point of prediction interval",1.7
"Wholesale poultry",10,"2019","2019","Upper bound of prediction interval",3
"Wholesale poultry",11,"2019","2019","Lower bound of prediction interval",0.6
"Wholesale poultry",11,"2019","2019","Mid point of prediction interval",1.3
"Wholesale poultry",11,"2019","2019","Upper bound of prediction interval",2
"Wholesale poultry",12,"2019","2019","Lower bound of prediction interval",1
"Wholesale poultry",12,"2019","2019","Mid point of prediction interval",1.3
"Wholesale poultry",12,"2019","2019","Upper bound of prediction interval",1.6
"Farm-level eggs",7,"2018","2019","Lower bound of prediction interval",-65.6
"Farm-level eggs",7,"2018","2019","Mid point of prediction interval",-18.4
"Farm-level eggs",7,"2018","2019","Upper bound of prediction interval",94.7
"Farm-level eggs",8,"2018","2019","Lower bound of prediction interval",-58.4
"Farm-level eggs",8,"2018","2019","Mid point of prediction interval",-5.7
"Farm-level eggs",8,"2018","2019","Upper bound of prediction interval",114.9
"Farm-level eggs",9,"2018","2019","Lower bound of prediction interval",-54.1
"Farm-level eggs",9,"2018","2019","Mid point of prediction interval",-1.4
"Farm-level eggs",9,"2018","2019","Upper bound of prediction interval",118.3
"Farm-level eggs",10,"2018","2019","Lower bound of prediction interval",-54.1
"Farm-level eggs",10,"2018","2019","Mid point of prediction interval",-7
"Farm-level eggs",10,"2018","2019","Upper bound of prediction interval",96.1
"Farm-level eggs",11,"2018","2019","Lower bound of prediction interval",-54
"Farm-level eggs",11,"2018","2019","Mid point of prediction interval",-9.1
"Farm-level eggs",11,"2018","2019","Upper bound of prediction interval",85.8
"Farm-level eggs",12,"2018","2019","Lower bound of prediction interval",-47.5
"Farm-level eggs",12,"2018","2019","Mid point of prediction interval",-3
"Farm-level eggs",12,"2018","2019","Upper bound of prediction interval",83.9
"Farm-level eggs",1,"2019","2019","Lower bound of prediction interval",-43.6
"Farm-level eggs",1,"2019","2019","Mid point of prediction interval",0
"Farm-level eggs",1,"2019","2019","Upper bound of prediction interval",85
"Farm-level eggs",2,"2019","2019","Lower bound of prediction interval",-52.2
"Farm-level eggs",2,"2019","2019","Mid point of prediction interval",-21.5
"Farm-level eggs",2,"2019","2019","Upper bound of prediction interval",37.3
"Farm-level eggs",3,"2019","2019","Lower bound of prediction interval",-49.2
"Farm-level eggs",3,"2019","2019","Mid point of prediction interval",-21.8
"Farm-level eggs",3,"2019","2019","Upper bound of prediction interval",28.2
"Farm-level eggs",4,"2019","2019","Lower bound of prediction interval",-51.5
"Farm-level eggs",4,"2019","2019","Mid point of prediction interval",-30.5
"Farm-level eggs",4,"2019","2019","Upper bound of prediction interval",8.1
"Farm-level eggs",5,"2019","2019","Lower bound of prediction interval",-52.3
"Farm-level eggs",5,"2019","2019","Mid point of prediction interval",-36.1
"Farm-level eggs",5,"2019","2019","Upper bound of prediction interval",-7.7
"Farm-level eggs",6,"2019","2019","Lower bound of prediction interval",-53.2
"Farm-level eggs",6,"2019","2019","Mid point of prediction interval",-41.9
"Farm-level eggs",6,"2019","2019","Upper bound of prediction interval",-23.8
"Farm-level eggs",7,"2019","2019","Lower bound of prediction interval",-51.5
"Farm-level eggs",7,"2019","2019","Mid point of prediction interval",-41.6
"Farm-level eggs",7,"2019","2019","Upper bound of prediction interval",-26
"Farm-level eggs",8,"2019","2019","Lower bound of prediction interval",-51.2
"Farm-level eggs",8,"2019","2019","Mid point of prediction interval",-43.4
"Farm-level eggs",8,"2019","2019","Upper bound of prediction interval",-31.2
"Farm-level eggs",9,"2019","2019","Lower bound of prediction interval",-47.9
"Farm-level eggs",9,"2019","2019","Mid point of prediction interval",-41.1
"Farm-level eggs",9,"2019","2019","Upper bound of prediction interval",-30.9
"Farm-level eggs",10,"2019","2019","Lower bound of prediction interval",-43.3
"Farm-level eggs",10,"2019","2019","Mid point of prediction interval",-37.4
"Farm-level eggs",10,"2019","2019","Upper bound of prediction interval",-28.6
"Farm-level eggs",11,"2019","2019","Lower bound of prediction interval",-43.1
"Farm-level eggs",11,"2019","2019","Mid point of prediction interval",-39.7
"Farm-level eggs",11,"2019","2019","Upper bound of prediction interval",-34.6
"Farm-level eggs",12,"2019","2019","Lower bound of prediction interval",-36.7
"Farm-level eggs",12,"2019","2019","Mid point of prediction interval",-34.2
"Farm-level eggs",12,"2019","2019","Upper bound of prediction interval",-30.4
"Farm-level milk",7,"2018","2019","Lower bound of prediction interval",-36.8
"Farm-level milk",7,"2018","2019","Mid point of prediction interval",1.1
"Farm-level milk",7,"2018","2019","Upper bound of prediction interval",63.8
"Farm-level milk",8,"2018","2019","Lower bound of prediction interval",-41.6
"Farm-level milk",8,"2018","2019","Mid point of prediction interval",-9.9
"Farm-level milk",8,"2018","2019","Upper bound of prediction interval",40.8
"Farm-level milk",9,"2018","2019","Lower bound of prediction interval",-31.4
"Farm-level milk",9,"2018","2019","Mid point of prediction interval",3.6
"Farm-level milk",9,"2018","2019","Upper bound of prediction interval",60
"Farm-level milk",10,"2018","2019","Lower bound of prediction interval",-27.6
"Farm-level milk",10,"2018","2019","Mid point of prediction interval",6.5
"Farm-level milk",10,"2018","2019","Upper bound of prediction interval",58.9
"Farm-level milk",11,"2018","2019","Lower bound of prediction interval",-24.2
"Farm-level milk",11,"2018","2019","Mid point of prediction interval",8.1
"Farm-level milk",11,"2018","2019","Upper bound of prediction interval",55
"Farm-level milk",12,"2018","2019","Lower bound of prediction interval",-29.2
"Farm-level milk",12,"2018","2019","Mid point of prediction interval",-1.9
"Farm-level milk",12,"2018","2019","Upper bound of prediction interval",36.9
"Farm-level milk",1,"2019","2019","Lower bound of prediction interval",-25.5
"Farm-level milk",1,"2019","2019","Mid point of prediction interval",-0.7
"Farm-level milk",1,"2019","2019","Upper bound of prediction interval",34.1
"Farm-level milk",2,"2019","2019","Lower bound of prediction interval",-17.5
"Farm-level milk",2,"2019","2019","Mid point of prediction interval",5.8
"Farm-level milk",2,"2019","2019","Upper bound of prediction interval",38.3
"Farm-level milk",3,"2019","2019","Lower bound of prediction interval",-15.7
"Farm-level milk",3,"2019","2019","Mid point of prediction interval",4
"Farm-level milk",3,"2019","2019","Upper bound of prediction interval",31.6
"Farm-level milk",4,"2019","2019","Lower bound of prediction interval",-8.5
"Farm-level milk",4,"2019","2019","Mid point of prediction interval",10
"Farm-level milk",4,"2019","2019","Upper bound of prediction interval",34.6
"Farm-level milk",5,"2019","2019","Lower bound of prediction interval",-7.7
"Farm-level milk",5,"2019","2019","Mid point of prediction interval",7.5
"Farm-level milk",5,"2019","2019","Upper bound of prediction interval",27.5
"Farm-level milk",6,"2019","2019","Lower bound of prediction interval",-2.8
"Farm-level milk",6,"2019","2019","Mid point of prediction interval",10.1
"Farm-level milk",6,"2019","2019","Upper bound of prediction interval",26.8
"Farm-level milk",7,"2019","2019","Lower bound of prediction interval",-0.5
"Farm-level milk",7,"2019","2019","Mid point of prediction interval",9.6
"Farm-level milk",7,"2019","2019","Upper bound of prediction interval",22.4
"Farm-level milk",8,"2019","2019","Lower bound of prediction interval",4.7
"Farm-level milk",8,"2019","2019","Mid point of prediction interval",13.1
"Farm-level milk",8,"2019","2019","Upper bound of prediction interval",23.7
"Farm-level milk",9,"2019","2019","Lower bound of prediction interval",6
"Farm-level milk",9,"2019","2019","Mid point of prediction interval",12
"Farm-level milk",9,"2019","2019","Upper bound of prediction interval",19
"Farm-level milk",10,"2019","2019","Lower bound of prediction interval",9.6
"Farm-level milk",10,"2019","2019","Mid point of prediction interval",13.5
"Farm-level milk",10,"2019","2019","Upper bound of prediction interval",18.1
"Farm-level milk",11,"2019","2019","Lower bound of prediction interval",12.3
"Farm-level milk",11,"2019","2019","Mid point of prediction interval",14.4
"Farm-level milk",11,"2019","2019","Upper bound of prediction interval",16.9
"Farm-level milk",12,"2019","2019","Lower bound of prediction interval",14.7
"Farm-level milk",12,"2019","2019","Mid point of prediction interval",15.5
"Farm-level milk",12,"2019","2019","Upper bound of prediction interval",16.4
"Wholesale dairy",7,"2018","2019","Lower bound of prediction interval",-17.5
"Wholesale dairy",7,"2018","2019","Mid point of prediction interval",0.2
"Wholesale dairy",7,"2018","2019","Upper bound of prediction interval",22.1
"Wholesale dairy",8,"2018","2019","Lower bound of prediction interval",-17.4
"Wholesale dairy",8,"2018","2019","Mid point of prediction interval",-0.9
"Wholesale dairy",8,"2018","2019","Upper bound of prediction interval",18.7
"Wholesale dairy",9,"2018","2019","Lower bound of prediction interval",-14.2
"Wholesale dairy",9,"2018","2019","Mid point of prediction interval",1.6
"Wholesale dairy",9,"2018","2019","Upper bound of prediction interval",21
"Wholesale dairy",10,"2018","2019","Lower bound of prediction interval",-13.4
"Wholesale dairy",10,"2018","2019","Mid point of prediction interval",1.7
"Wholesale dairy",10,"2018","2019","Upper bound of prediction interval",19.6
"Wholesale dairy",11,"2018","2019","Lower bound of prediction interval",-10.7
"Wholesale dairy",11,"2018","2019","Mid point of prediction interval",3.4
"Wholesale dairy",11,"2018","2019","Upper bound of prediction interval",20.1
"Wholesale dairy",12,"2018","2019","Lower bound of prediction interval",-14.3
"Wholesale dairy",12,"2018","2019","Mid point of prediction interval",-2.1
"Wholesale dairy",12,"2018","2019","Upper bound of prediction interval",12.1
"Wholesale dairy",1,"2019","2019","Lower bound of prediction interval",-11.7
"Wholesale dairy",1,"2019","2019","Mid point of prediction interval",-0.5
"Wholesale dairy",1,"2019","2019","Upper bound of prediction interval",12.4
"Wholesale dairy",2,"2019","2019","Lower bound of prediction interval",-8.6
"Wholesale dairy",2,"2019","2019","Mid point of prediction interval",1.3
"Wholesale dairy",2,"2019","2019","Upper bound of prediction interval",12.8
"Wholesale dairy",3,"2019","2019","Lower bound of prediction interval",-7.3
"Wholesale dairy",3,"2019","2019","Mid point of prediction interval",1.5
"Wholesale dairy",3,"2019","2019","Upper bound of prediction interval",11.2
"Wholesale dairy",4,"2019","2019","Lower bound of prediction interval",-5
"Wholesale dairy",4,"2019","2019","Mid point of prediction interval",2.3
"Wholesale dairy",4,"2019","2019","Upper bound of prediction interval",10.7
"Wholesale dairy",5,"2019","2019","Lower bound of prediction interval",-3.6
"Wholesale dairy",5,"2019","2019","Mid point of prediction interval",2.7
"Wholesale dairy",5,"2019","2019","Upper bound of prediction interval",9.8
"Wholesale dairy",6,"2019","2019","Lower bound of prediction interval",-1.9
"Wholesale dairy",6,"2019","2019","Mid point of prediction interval",3.3
"Wholesale dairy",6,"2019","2019","Upper bound of prediction interval",9
"Wholesale dairy",7,"2019","2019","Lower bound of prediction interval",-0.2
"Wholesale dairy",7,"2019","2019","Mid point of prediction interval",3.8
"Wholesale dairy",7,"2019","2019","Upper bound of prediction interval",8.3
"Wholesale dairy",8,"2019","2019","Lower bound of prediction interval",1.5
"Wholesale dairy",8,"2019","2019","Mid point of prediction interval",4.6
"Wholesale dairy",8,"2019","2019","Upper bound of prediction interval",8
"Wholesale dairy",9,"2019","2019","Lower bound of prediction interval",2.1
"Wholesale dairy",9,"2019","2019","Mid point of prediction interval",4.3
"Wholesale dairy",9,"2019","2019","Upper bound of prediction interval",6.6
"Wholesale dairy",10,"2019","2019","Lower bound of prediction interval",3.1
"Wholesale dairy",10,"2019","2019","Mid point of prediction interval",4.5
"Wholesale dairy",10,"2019","2019","Upper bound of prediction interval",6
"Wholesale dairy",11,"2019","2019","Lower bound of prediction interval",3.8
"Wholesale dairy",11,"2019","2019","Mid point of prediction interval",4.5
"Wholesale dairy",11,"2019","2019","Upper bound of prediction interval",5.3
"Wholesale dairy",12,"2019","2019","Lower bound of prediction interval",4.5
"Wholesale dairy",12,"2019","2019","Mid point of prediction interval",4.8
"Wholesale dairy",12,"2019","2019","Upper bound of prediction interval",5.1
"Farm-level soybeans",7,"2018","2019","Lower bound of prediction interval",-51.3
"Farm-level soybeans",7,"2018","2019","Mid point of prediction interval",-15.7
"Farm-level soybeans",7,"2018","2019","Upper bound of prediction interval",50.5
"Farm-level soybeans",8,"2018","2019","Lower bound of prediction interval",-44.9
"Farm-level soybeans",8,"2018","2019","Mid point of prediction interval",-5.5
"Farm-level soybeans",8,"2018","2019","Upper bound of prediction interval",63.3
"Farm-level soybeans",9,"2018","2019","Lower bound of prediction interval",-43.8
"Farm-level soybeans",9,"2018","2019","Mid point of prediction interval",-7.5
"Farm-level soybeans",9,"2018","2019","Upper bound of prediction interval",54.4
"Farm-level soybeans",10,"2018","2019","Lower bound of prediction interval",-46.9
"Farm-level soybeans",10,"2018","2019","Mid point of prediction interval",-15.1
"Farm-level soybeans",10,"2018","2019","Upper bound of prediction interval",40.3
"Farm-level soybeans",11,"2018","2019","Lower bound of prediction interval",-42.9
"Farm-level soybeans",11,"2018","2019","Mid point of prediction interval",-12.4
"Farm-level soybeans",11,"2018","2019","Upper bound of prediction interval",37.7
"Farm-level soybeans",12,"2018","2019","Lower bound of prediction interval",-37.2
"Farm-level soybeans",12,"2018","2019","Mid point of prediction interval",-6.3
"Farm-level soybeans",12,"2018","2019","Upper bound of prediction interval",40.6
"Farm-level soybeans",1,"2019","2019","Lower bound of prediction interval",-29.5
"Farm-level soybeans",1,"2019","2019","Mid point of prediction interval",-3.4
"Farm-level soybeans",1,"2019","2019","Upper bound of prediction interval",34
"Farm-level soybeans",2,"2019","2019","Lower bound of prediction interval",-28.4
"Farm-level soybeans",2,"2019","2019","Mid point of prediction interval",-6.6
"Farm-level soybeans",2,"2019","2019","Upper bound of prediction interval",25.5
"Farm-level soybeans",3,"2019","2019","Lower bound of prediction interval",-23.6
"Farm-level soybeans",3,"2019","2019","Mid point of prediction interval",-3.6
"Farm-level soybeans",3,"2019","2019","Upper bound of prediction interval",24.8
"Farm-level soybeans",4,"2019","2019","Lower bound of prediction interval",-22.4
"Farm-level soybeans",4,"2019","2019","Mid point of prediction interval",-5.8
"Farm-level soybeans",4,"2019","2019","Upper bound of prediction interval",17.6
"Farm-level soybeans",5,"2019","2019","Lower bound of prediction interval",-19.6
"Farm-level soybeans",5,"2019","2019","Mid point of prediction interval",-5.3
"Farm-level soybeans",5,"2019","2019","Upper bound of prediction interval",14.4
"Farm-level soybeans",6,"2019","2019","Lower bound of prediction interval",-21.5
"Farm-level soybeans",6,"2019","2019","Mid point of prediction interval",-10.4
"Farm-level soybeans",6,"2019","2019","Upper bound of prediction interval",4.5
"Farm-level soybeans",7,"2019","2019","Lower bound of prediction interval",-17.6
"Farm-level soybeans",7,"2019","2019","Mid point of prediction interval",-7.9
"Farm-level soybeans",7,"2019","2019","Upper bound of prediction interval",4.3
"Farm-level soybeans",8,"2019","2019","Lower bound of prediction interval",-13.8
"Farm-level soybeans",8,"2019","2019","Mid point of prediction interval",-6
"Farm-level soybeans",8,"2019","2019","Upper bound of prediction interval",3.8
"Farm-level soybeans",9,"2019","2019","Lower bound of prediction interval",-12.4
"Farm-level soybeans",9,"2019","2019","Mid point of prediction interval",-6.6
"Farm-level soybeans",9,"2019","2019","Upper bound of prediction interval",0.6
"Farm-level soybeans",10,"2019","2019","Lower bound of prediction interval",-11.2
"Farm-level soybeans",10,"2019","2019","Mid point of prediction interval",-7.2
"Farm-level soybeans",10,"2019","2019","Upper bound of prediction interval",-2.4
"Farm-level soybeans",11,"2019","2019","Lower bound of prediction interval",-7.8
"Farm-level soybeans",11,"2019","2019","Mid point of prediction interval",-5.3
"Farm-level soybeans",11,"2019","2019","Upper bound of prediction interval",-2.3
"Farm-level soybeans",12,"2019","2019","Lower bound of prediction interval",-6.6
"Farm-level soybeans",12,"2019","2019","Mid point of prediction interval",-5.4
"Farm-level soybeans",12,"2019","2019","Upper bound of prediction interval",-4.1
"Wholesale fats and oils",7,"2018","2019","Lower bound of prediction interval",-26.4
"Wholesale fats and oils",7,"2018","2019","Mid point of prediction interval",-1.2
"Wholesale fats and oils",7,"2018","2019","Upper bound of prediction interval",33.3
"Wholesale fats and oils",8,"2018","2019","Lower bound of prediction interval",-25.7
"Wholesale fats and oils",8,"2018","2019","Mid point of prediction interval",-1.8
"Wholesale fats and oils",8,"2018","2019","Upper bound of prediction interval",30.5
"Wholesale fats and oils",9,"2018","2019","Lower bound of prediction interval",-25
"Wholesale fats and oils",9,"2018","2019","Mid point of prediction interval",-2.6
"Wholesale fats and oils",9,"2018","2019","Upper bound of prediction interval",26.6
"Wholesale fats and oils",10,"2018","2019","Lower bound of prediction interval",-26.8
"Wholesale fats and oils",10,"2018","2019","Mid point of prediction interval",-7.1
"Wholesale fats and oils",10,"2018","2019","Upper bound of prediction interval",18.7
"Wholesale fats and oils",11,"2018","2019","Lower bound of prediction interval",-21
"Wholesale fats and oils",11,"2018","2019","Mid point of prediction interval",-2.3
"Wholesale fats and oils",11,"2018","2019","Upper bound of prediction interval",21.5
"Wholesale fats and oils",12,"2018","2019","Lower bound of prediction interval",-18.9
"Wholesale fats and oils",12,"2018","2019","Mid point of prediction interval",-2.6
"Wholesale fats and oils",12,"2018","2019","Upper bound of prediction interval",18.2
"Wholesale fats and oils",1,"2019","2019","Lower bound of prediction interval",-14.3
"Wholesale fats and oils",1,"2019","2019","Mid point of prediction interval",1.8
"Wholesale fats and oils",1,"2019","2019","Upper bound of prediction interval",21.7
"Wholesale fats and oils",2,"2019","2019","Lower bound of prediction interval",-14.8
"Wholesale fats and oils",2,"2019","2019","Mid point of prediction interval",-1.8
"Wholesale fats and oils",2,"2019","2019","Upper bound of prediction interval",14.3
"Wholesale fats and oils",3,"2019","2019","Lower bound of prediction interval",-15.9
"Wholesale fats and oils",3,"2019","2019","Mid point of prediction interval",-5.2
"Wholesale fats and oils",3,"2019","2019","Upper bound of prediction interval",7.3
"Wholesale fats and oils",4,"2019","2019","Lower bound of prediction interval",-12.5
"Wholesale fats and oils",4,"2019","2019","Mid point of prediction interval",-3.5
"Wholesale fats and oils",4,"2019","2019","Upper bound of prediction interval",7.3
"Wholesale fats and oils",5,"2019","2019","Lower bound of prediction interval",-11.6
"Wholesale fats and oils",5,"2019","2019","Mid point of prediction interval",-4.2
"Wholesale fats and oils",5,"2019","2019","Upper bound of prediction interval",4.3
"Wholesale fats and oils",6,"2019","2019","Lower bound of prediction interval",-10.6
"Wholesale fats and oils",6,"2019","2019","Mid point of prediction interval",-4.8
"Wholesale fats and oils",6,"2019","2019","Upper bound of prediction interval",1.9
"Wholesale fats and oils",7,"2019","2019","Lower bound of prediction interval",-9.3
"Wholesale fats and oils",7,"2019","2019","Mid point of prediction interval",-4.8
"Wholesale fats and oils",7,"2019","2019","Upper bound of prediction interval",0.2
"Wholesale fats and oils",8,"2019","2019","Lower bound of prediction interval",-6.9
"Wholesale fats and oils",8,"2019","2019","Mid point of prediction interval",-3.6
