Commodity,State,Units,Year,Value
Total plant products,North Dakota,Million dollars,2007,2923.2732
Total plant products,North Dakota,Million dollars,2008,3767.2431
Total plant products,North Dakota,Million dollars,2009,2729.8172
Total plant products,North Dakota,Million dollars,2010,3339.6265
Total plant products,North Dakota,Million dollars,2011,4049.3066
Total plant products,North Dakota,Million dollars,2012,4157.7753
Total plant products,North Dakota,Million dollars,2013,4177.4595
Total plant products,North Dakota,Million dollars,2014,4131.259
Total plant products,North Dakota,Million dollars,2015,3517.9115
Total plant products,North Dakota,Million dollars,2016,4290.7582
Total plant products,North Dakota,Million dollars,2017,4067.6189
Total plant products,North Dakota,Million dollars,2018,3745.349
Total plant products,North Dakota,Million dollars,2019,4043.725
Total plant products,North Dakota,Million dollars,2020,4121.4211
Total plant products,North Dakota,Million dollars,2022,5534.6189
Total plant products,North Dakota,Million dollars,2023,5185.736
Total plant products,North Dakota,Million dollars,2021,4676.2643
Total plant products,Ohio,Million dollars,2000,1323.4267
Total plant products,Ohio,Million dollars,2001,1351.9143
Total plant products,Ohio,Million dollars,2002,1287.1469
Total plant products,Ohio,Million dollars,2003,1378.9625
Total plant products,Ohio,Million dollars,2004,1508.3742
Total plant products,Ohio,Million dollars,2005,1446.4717
Total plant products,Ohio,Million dollars,2006,1702.1359
Total plant products,Ohio,Million dollars,2007,2134.2499
Total plant products,Ohio,Million dollars,2008,3011.5872
Total plant products,Ohio,Million dollars,2009,2513.9942
Total plant products,Ohio,Million dollars,2010,2982.9943
Total plant products,Ohio,Million dollars,2011,3047.9537
Total plant products,Ohio,Million dollars,2012,3766.3381
Total plant products,Ohio,Million dollars,2013,3777.5575
Total plant products,Ohio,Million dollars,2014,3748.4106
Total plant products,Ohio,Million dollars,2015,3053.5629
Total plant products,Ohio,Million dollars,2016,3073.5945
Total plant products,Ohio,Million dollars,2017,2978.6917
Total plant products,Ohio,Million dollars,2018,3122.4784
Total plant products,Ohio,Million dollars,2019,2857.0572
Total plant products,Ohio,Million dollars,2020,3321.108
Total plant products,Ohio,Million dollars,2022,5190.746
Total plant products,Ohio,Million dollars,2023,4156.4386
Total plant products,Ohio,Million dollars,2021,4189.2123
Total plant products,Oklahoma,Million dollars,2000,395.5043
Total plant products,Oklahoma,Million dollars,2001,402.8092
Total plant products,Oklahoma,Million dollars,2002,441.8482
Total plant products,Oklahoma,Million dollars,2003,481.2087
Total plant products,Oklahoma,Million dollars,2004,645.3029
Total plant products,Oklahoma,Million dollars,2005,618.4326
Total plant products,Oklahoma,Million dollars,2006,474.4933
Total plant products,Oklahoma,Million dollars,2007,723.2286
Total plant products,Oklahoma,Million dollars,2008,1151.7652
Total plant products,Oklahoma,Million dollars,2009,592.2039
Total plant products,Oklahoma,Million dollars,2010,847.5965
Total plant products,Oklahoma,Million dollars,2011,754.3765
Total plant products,Oklahoma,Million dollars,2012,913.0298
Total plant products,Oklahoma,Million dollars,2013,946.1888
Total plant products,Oklahoma,Million dollars,2014,725.6764
Total plant products,Oklahoma,Million dollars,2015,687.5533
Total plant products,Oklahoma,Million dollars,2016,763.087
Total plant products,Oklahoma,Million dollars,2017,908.8404
Total plant products,Oklahoma,Million dollars,2018,892.8067
Total plant products,Oklahoma,Million dollars,2019,893.2122
Total plant products,Oklahoma,Million dollars,2020,994.5311
Total plant products,Oklahoma,Million dollars,2022,1133.8061
Total plant products,Oklahoma,Million dollars,2023,707.1895
Total plant products,Oklahoma,Million dollars,2021,1069.7715
Total plant products,Oregon,Million dollars,2000,683.8405
Total plant products,Oregon,Million dollars,2001,739.1485
Total plant products,Oregon,Million dollars,2002,687.209
Total plant products,Oregon,Million dollars,2003,804.3803
Total plant products,Oregon,Million dollars,2004,898.632
Total plant products,Oregon,Million dollars,2005,903.9498
Total plant products,Oregon,Million dollars,2006,1109.3953
Total plant products,Oregon,Million dollars,2007,1291.3025
Total plant products,Oregon,Million dollars,2008,1389.6767
Total plant products,Oregon,Million dollars,2009,1169.2961
Total plant products,Oregon,Million dollars,2010,1224.2441
Total plant products,Oregon,Million dollars,2011,1613.4416
Total plant products,Oregon,Million dollars,2012,1612.0514
Total plant products,Oregon,Million dollars,2013,1749.7599
Total plant products,Oregon,Million dollars,2014,1743.3276
Total plant products,Oregon,Million dollars,2015,1589.8996
Total plant products,Oregon,Million dollars,2016,1615.9095
Total plant products,Oregon,Million dollars,2017,1693.7534
Total plant products,Oregon,Million dollars,2018,1791.1066
Total plant products,Oregon,Million dollars,2019,1722.49
Total plant products,Oregon,Million dollars,2020,1715.0239
Total plant products,Oregon,Million dollars,2022,2045.132
Total plant products,Oregon,Million dollars,2023,1844.0697
Total plant products,Oregon,Million dollars,2021,2043.3232
Total plant products,Pennsylvania,Million dollars,2000,472.4654
Total plant products,Pennsylvania,Million dollars,2001,503.5997
Total plant products,Pennsylvania,Million dollars,2002,487.8554
Total plant products,Pennsylvania,Million dollars,2003,485.7087
Total plant products,Pennsylvania,Million dollars,2004,606.404
Total plant products,Pennsylvania,Million dollars,2005,572.4803
Total plant products,Pennsylvania,Million dollars,2006,648.6997
Total plant products,Pennsylvania,Million dollars,2007,787.7206
Total plant products,Pennsylvania,Million dollars,2008,1036.465
Total plant products,Pennsylvania,Million dollars,2009,919.5901
Total plant products,Pennsylvania,Million dollars,2010,1089.1406
Total plant products,Pennsylvania,Million dollars,2011,1164.8866
Total plant products,Pennsylvania,Million dollars,2012,1363.2478
Total plant products,Pennsylvania,Million dollars,2013,1327.1785
Total plant products,Pennsylvania,Million dollars,2014,1407.8122
Total plant products,Pennsylvania,Million dollars,2015,1303.5363
Total plant products,Pennsylvania,Million dollars,2016,1329.9259
Total plant products,Pennsylvania,Million dollars,2017,1293.8069
Total plant products,Pennsylvania,Million dollars,2018,1281.8678
Total plant products,Pennsylvania,Million dollars,2019,1241.671
Total plant products,Pennsylvania,Million dollars,2020,1325.684
Total plant products,Pennsylvania,Million dollars,2022,1487.6796
Total plant products,Pennsylvania,Million dollars,2023,1237.6671
Total plant products,Pennsylvania,Million dollars,2021,1443.0701
Total plant products,Rhode Island,Million dollars,2000,10.9543
Total plant products,Rhode Island,Million dollars,2001,13.304
Total plant products,Rhode Island,Million dollars,2002,13.8296
Total plant products,Rhode Island,Million dollars,2003,15.5618
Total plant products,Rhode Island,Million dollars,2004,16.9021
Total plant products,Rhode Island,Million dollars,2005,17.3765
Total plant products,Rhode Island,Million dollars,2006,19.1266
Total plant products,Rhode Island,Million dollars,2007,20.5409
Total plant products,Rhode Island,Million dollars,2008,28.3537
Total plant products,Rhode Island,Million dollars,2009,26.9375
Total plant products,Rhode Island,Million dollars,2010,28.8074
Total plant products,Rhode Island,Million dollars,2011,30.7265
Total plant products,Rhode Island,Million dollars,2012,27.7856
Total plant products,Rhode Island,Million dollars,2013,26.9469
Total plant products,Rhode Island,Million dollars,2014,29.0697
Total plant products,Rhode Island,Million dollars,2015,25.1467
Total plant products,Rhode Island,Million dollars,2016,23.9535
Total plant products,Rhode Island,Million dollars,2017,24.7727
Total plant products,Rhode Island,Million dollars,2018,24.1963
Total plant products,Rhode Island,Million dollars,2019,22.0234
Total plant products,Rhode Island,Million dollars,2020,25.308
Total plant products,Rhode Island,Million dollars,2022,34.2392
Total plant products,Rhode Island,Million dollars,2023,33.7984
Total plant products,Rhode Island,Million dollars,2021,32.9678
Total plant products,South Carolina,Million dollars,2000,593.9993
Total plant products,South Carolina,Million dollars,2001,514.1942
Total plant products,South Carolina,Million dollars,2002,424.6894
Total plant products,South Carolina,Million dollars,2003,481.215
Total plant products,South Carolina,Million dollars,2004,506.7976
Total plant products,South Carolina,Million dollars,2005,415.9458
Total plant products,South Carolina,Million dollars,2006,488.6209
Total plant products,South Carolina,Million dollars,2007,473.4337
Total plant products,South Carolina,Million dollars,2008,536.8452
Total plant products,South Carolina,Million dollars,2009,519.6667
Total plant products,South Carolina,Million dollars,2010,612.2819
Total plant products,South Carolina,Million dollars,2011,728.0961
Total plant products,South Carolina,Million dollars,2012,758.4486
Total plant products,South Carolina,Million dollars,2013,745.1824
Total plant products,South Carolina,Million dollars,2014,685.9545
Total plant products,South Carolina,Million dollars,2015,623.3935
Total plant products,South Carolina,Million dollars,2016,533.9923
Total plant products,South Carolina,Million dollars,2017,599.8592
Total plant products,South Carolina,Million dollars,2018,675.1611
Total plant products,South Carolina,Million dollars,2019,598.2179
Total plant products,South Carolina,Million dollars,2020,646.0942
Total plant products,South Carolina,Million dollars,2022,911.2586
Total plant products,South Carolina,Million dollars,2023,829.6017
Total plant products,South Carolina,Million dollars,2021,750.0762
Total plant products,South Dakota,Million dollars,2000,961.9853
Total plant products,South Dakota,Million dollars,2001,936.0031
Total plant products,South Dakota,Million dollars,2002,929.4181
Total plant products,South Dakota,Million dollars,2003,1122.4323
Total plant products,South Dakota,Million dollars,2004,1130.9562
Total plant products,South Dakota,Million dollars,2005,1198.5412
Total plant products,South Dakota,Million dollars,2006,1160.3696
Total plant products,South Dakota,Million dollars,2007,1879.3278
Total plant products,South Dakota,Million dollars,2008,3127.2852
Total plant products,South Dakota,Million dollars,2009,2516.9656
Total plant products,South Dakota,Million dollars,2010,2465.753
Total plant products,South Dakota,Million dollars,2011,3153.0737
Total plant products,South Dakota,Million dollars,2012,3152.9836
Total plant products,South Dakota,Million dollars,2013,3056.4809
Total plant products,South Dakota,Million dollars,2014,3593.3805
Total plant products,South Dakota,Million dollars,2015,3089.9173
Total plant products,South Dakota,Million dollars,2016,3313.2361
Total plant products,South Dakota,Million dollars,2017,2910.338
Total plant products,South Dakota,Million dollars,2018,2796.3709
Total plant products,South Dakota,Million dollars,2019,2450.3721
Total plant products,South Dakota,Million dollars,2020,2941.2103
Total plant products,South Dakota,Million dollars,2022,4310.5484
Total plant products,South Dakota,Million dollars,2023,3646.9498
Total plant products,South Dakota,Million dollars,2021,3875.9784
Total plant products,Tennessee,Million dollars,2000,773.2024
Total plant products,Tennessee,Million dollars,2001,778.6303
Total plant products,Tennessee,Million dollars,2002,657.1962
Total plant products,Tennessee,Million dollars,2003,892.2117
Total plant products,Tennessee,Million dollars,2004,775.8062
Total plant products,Tennessee,Million dollars,2005,784.7553
Total plant products,Tennessee,Million dollars,2006,824.6096
Total plant products,Tennessee,Million dollars,2007,882.9961
Total plant products,Tennessee,Million dollars,2008,994.2566
Total plant products,Tennessee,Million dollars,2009,1040.8699
Total plant products,Tennessee,Million dollars,2010,1111.542
Total plant products,Tennessee,Million dollars,2011,1328.7526
Total plant products,Tennessee,Million dollars,2012,1297.4013
Total plant products,Tennessee,Million dollars,2013,1513.2327
Total plant products,Tennessee,Million dollars,2014,1503.8809
Total plant products,Tennessee,Million dollars,2015,1348.0962
Total plant products,Tennessee,Million dollars,2016,1203.2751
Total plant products,Tennessee,Million dollars,2017,1318.1558
Total plant products,Tennessee,Million dollars,2018,1276.9539
Total plant products,Tennessee,Million dollars,2019,1333.3274
Total plant products,Tennessee,Million dollars,2020,1595.1086
Total plant products,Tennessee,Million dollars,2022,1959.9501
Total plant products,Tennessee,Million dollars,2023,1728.9027
Total plant products,Tennessee,Million dollars,2021,1717.1568
Total plant products,Texas,Million dollars,2000,1591.1523
Total plant products,Texas,Million dollars,2001,1766.3507
Total plant products,Texas,Million dollars,2002,1817.6756
Total plant products,Texas,Million dollars,2003,2046.1901
Total plant products,Texas,Million dollars,2004,2872.6434
Total plant products,Texas,Million dollars,2005,2832.3535
Total plant products,Texas,Million dollars,2006,3214.8612
Total plant products,Texas,Million dollars,2007,3733.6286
Total plant products,Texas,Million dollars,2008,4704.9489
Total plant products,Texas,Million dollars,2009,3258.3141
Total plant products,Texas,Million dollars,2010,4785.9476
Total plant products,Texas,Million dollars,2011,4643.7203
Total plant products,Texas,Million dollars,2012,3972.6416
Total plant products,Texas,Million dollars,2013,3836.7185
Total plant products,Texas,Million dollars,2014,4120.2215
Total plant products,Texas,Million dollars,2015,3694.8724
Total plant products,Texas,Million dollars,2016,3946.9331
Total plant products,Texas,Million dollars,2017,4785.9738
Total plant products,Texas,Million dollars,2018,4815.3186
Total plant products,Texas,Million dollars,2019,4292.1218
Total plant products,Texas,Million dollars,2020,3921.0316
Total plant products,Texas,Million dollars,2022,5546.9724
Total plant products,Texas,Million dollars,2023,3689.9849
Total plant products,Texas,Million dollars,2021,4536.0447
Total plant products,Utah,Million dollars,2000,71.3534
Total plant products,Utah,Million dollars,2001,73.8777
Total plant products,Utah,Million dollars,2002,66.982
Total plant products,Utah,Million dollars,2003,75.6653
Total plant products,Utah,Million dollars,2004,86.3959
Total plant products,Utah,Million dollars,2005,95.2595
Total plant products,Utah,Million dollars,2006,112.4815
Total plant products,Utah,Million dollars,2007,134.5784
Total plant products,Utah,Million dollars,2008,137.4969
Total plant products,Utah,Million dollars,2009,106.2683
Total plant products,Utah,Million dollars,2010,133.8136
Total plant products,Utah,Million dollars,2011,182.0073
Total plant products,Utah,Million dollars,2012,187.2834
Total plant products,Utah,Million dollars,2013,199.1169
Total plant products,Utah,Million dollars,2014,210.4809
Total plant products,Utah,Million dollars,2015,190.9525
Total plant products,Utah,Million dollars,2016,184.1295
Total plant products,Utah,Million dollars,2017,195.9167
Total plant products,Utah,Million dollars,2018,202.2349
Total plant products,Utah,Million dollars,2019,216.4964
Total plant products,Utah,Million dollars,2020,219.694
Total plant products,Utah,Million dollars,2022,241.5634
Total plant products,Utah,Million dollars,2023,224.9044
Total plant products,Utah,Million dollars,2021,247.2544
Total plant products,Vermont,Million dollars,2000,20.4173
Total plant products,Vermont,Million dollars,2001,18.6293
Total plant products,Vermont,Million dollars,2002,21.801
Total plant products,Vermont,Million dollars,2003,24.7204
Total plant products,Vermont,Million dollars,2004,25.5982
Total plant products,Vermont,Million dollars,2005,26.4537
Total plant products,Vermont,Million dollars,2006,30.5881
Total plant products,Vermont,Million dollars,2007,34.5915
Total plant products,Vermont,Million dollars,2008,76.0724
Total plant products,Vermont,Million dollars,2009,71.0909
Total plant products,Vermont,Million dollars,2010,77.2897
Total plant products,Vermont,Million dollars,2011,88.6626
Total plant products,Vermont,Million dollars,2012,90.4109
Total plant products,Vermont,Million dollars,2013,46.4435
Total plant products,Vermont,Million dollars,2014,102.6696
Total plant products,Vermont,Million dollars,2015,93.8788
Total plant products,Vermont,Million dollars,2016,100.6272
Total plant products,Vermont,Million dollars,2017,97.3696
Total plant products,Vermont,Million dollars,2018,99.5829
Total plant products,Vermont,Million dollars,2019,102.4631
Total plant products,Vermont,Million dollars,2020,96.9141
Total plant products,Vermont,Million dollars,2022,111.1323
Total plant products,Vermont,Million dollars,2023,96.2134
Total plant products,Vermont,Million dollars,2021,103.2803
Total plant products,Virginia,Million dollars,2000,548.4847
Total plant products,Virginia,Million dollars,2001,518.4431
Total plant products,Virginia,Million dollars,2002,453.4896
Total plant products,Virginia,Million dollars,2003,413.3443
Total plant products,Virginia,Million dollars,2004,511.236
Total plant products,Virginia,Million dollars,2005,423.5607
Total plant products,Virginia,Million dollars,2006,467.6129
Total plant products,Virginia,Million dollars,2007,509.3539
Total plant products,Virginia,Million dollars,2008,591.1707
Total plant products,Virginia,Million dollars,2009,551.1662
Total plant products,Virginia,Million dollars,2010,571.8777
Total plant products,Virginia,Million dollars,2011,688.9538
Total plant products,Virginia,Million dollars,2012,820.8696
Total plant products,Virginia,Million dollars,2013,823.43
Total plant products,Virginia,Million dollars,2014,795.0454
Total plant products,Virginia,Million dollars,2015,716.2711
Total plant products,Virginia,Million dollars,2016,708.0135
Total plant products,Virginia,Million dollars,2017,720.2978
Total plant products,Virginia,Million dollars,2018,749.2743
Total plant products,Virginia,Million dollars,2019,684.9555
Total plant products,Virginia,Million dollars,2020,783.027
Total plant products,Virginia,Million dollars,2022,975.0431
Total plant products,Virginia,Million dollars,2023,888.2849
Total plant products,Virginia,Million dollars,2021,820.152
Total plant products,Washington,Million dollars,2000,1123.6277
Total plant products,Washington,Million dollars,2001,1206.2774
Total plant products,Washington,Million dollars,2002,1229.4761
Total plant products,Washington,Million dollars,2003,1384.4746
Total plant products,Washington,Million dollars,2004,1505.9628
Total plant products,Washington,Million dollars,2005,1443.6932
Total plant products,Washington,Million dollars,2006,1658.7179
Total plant products,Washington,Million dollars,2007,2125.0796
Total plant products,Washington,Million dollars,2008,2390.3243
Total plant products,Washington,Million dollars,2009,2110.285
Total plant products,Washington,Million dollars,2010,2482.0272
Total plant products,Washington,Million dollars,2011,3255.628
Total plant products,Washington,Million dollars,2012,3258.6297
Total plant products,Washington,Million dollars,2013,3454.1327
Total plant products,Washington,Million dollars,2014,3265.715
Total plant products,Washington,Million dollars,2015,3009.8652
Total plant products,Washington,Million dollars,2016,3101.1297
Total plant products,Washington,Million dollars,2017,3207.3867
Total plant products,Washington,Million dollars,2018,3168.1748
Total plant products,Washington,Million dollars,2019,3152.194
Total plant products,Washington,Million dollars,2020,3245.0328
Total plant products,Washington,Million dollars,2022,3318.7136
Total plant products,Washington,Million dollars,2023,2859.2067
Total plant products,Washington,Million dollars,2021,3126.7514
Total plant products,West Virginia,Million dollars,2000,24.9667
Total plant products,West Virginia,Million dollars,2001,30.6472
Total plant products,West Virginia,Million dollars,2002,27.9655
Total plant products,West Virginia,Million dollars,2003,29.9223
Total plant products,West Virginia,Million dollars,2004,30.0261
Total plant products,West Virginia,Million dollars,2005,25.8953
Total plant products,West Virginia,Million dollars,2006,26.8794
Total plant products,West Virginia,Million dollars,2007,28.8212
Total plant products,West Virginia,Million dollars,2008,41.1805
Total plant products,West Virginia,Million dollars,2009,42.2988
Total plant products,West Virginia,Million dollars,2010,45.4941
Total plant products,West Virginia,Million dollars,2011,52.1392
Total plant products,West Virginia,Million dollars,2012,65.2787
Total plant products,West Virginia,Million dollars,2013,64.2369
Total plant products,West Virginia,Million dollars,2014,70.1394
Total plant products,West Virginia,Million dollars,2015,66.7599
Total plant products,West Virginia,Million dollars,2016,65.7395
Total plant products,West Virginia,Million dollars,2017,69.3404
Total plant products,West Virginia,Million dollars,2018,77.4335
Total plant products,West Virginia,Million dollars,2019,73.0128
Total plant products,West Virginia,Million dollars,2020,75.566
Total plant products,West Virginia,Million dollars,2022,86.5074
Total plant products,West Virginia,Million dollars,2023,83.3775
Total plant products,West Virginia,Million dollars,2021,82.3224
Total plant products,Wisconsin,Million dollars,2000,613.1012
Total plant products,Wisconsin,Million dollars,2001,571.0706
Total plant products,Wisconsin,Million dollars,2002,677.5336
Total plant products,Wisconsin,Million dollars,2003,774.1518
Total plant products,Wisconsin,Million dollars,2004,777.9403
Total plant products,Wisconsin,Million dollars,2005,754.0302
Total plant products,Wisconsin,Million dollars,2006,1012.0378
Total plant products,Wisconsin,Million dollars,2007,1108.6335
Total plant products,Wisconsin,Million dollars,2008,1490.6255
Total plant products,Wisconsin,Million dollars,2009,1191.1363
Total plant products,Wisconsin,Million dollars,2010,1576.0987
Total plant products,Wisconsin,Million dollars,2011,1855.5315
Total plant products,Wisconsin,Million dollars,2012,2038.456
Total plant products,Wisconsin,Million dollars,2013,1756.3182
Total plant products,Wisconsin,Million dollars,2014,1776.3739
Total plant products,Wisconsin,Million dollars,2015,1719.8189
Total plant products,Wisconsin,Million dollars,2016,1840.8023
Total plant products,Wisconsin,Million dollars,2017,1778.2582
Total plant products,Wisconsin,Million dollars,2018,1835.7455
Total plant products,Wisconsin,Million dollars,2019,1554.7688
Total plant products,Wisconsin,Million dollars,2020,1888.6243
Total plant products,Wisconsin,Million dollars,2022,2743.9868
Total plant products,Wisconsin,Million dollars,2023,2456.5105
Total plant products,Wisconsin,Million dollars,2021,2381.9337
Total plant products,Wyoming,Million dollars,2000,48.7693
Total plant products,Wyoming,Million dollars,2001,48.5914
Total plant products,Wyoming,Million dollars,2002,37.8321
Total plant products,Wyoming,Million dollars,2003,42.6885
Total plant products,Wyoming,Million dollars,2004,46.3514
Total plant products,Wyoming,Million dollars,2005,48.8649
Total plant products,Wyoming,Million dollars,2006,54.2924
Total plant products,Wyoming,Million dollars,2007,59.5893
Total plant products,Wyoming,Million dollars,2008,86.6709
Total plant products,Wyoming,Million dollars,2009,87.2641
Total plant products,Wyoming,Million dollars,2010,95.3118
Total plant products,Wyoming,Million dollars,2011,133.1039
Total plant products,Wyoming,Million dollars,2012,139.5094
Total plant products,Wyoming,Million dollars,2013,143.232
Total plant products,Wyoming,Million dollars,2014,139.5996
Total plant products,Wyoming,Million dollars,2015,127.3953
Total plant products,Wyoming,Million dollars,2016,120.6184
Total plant products,Wyoming,Million dollars,2017,116.9207
Total plant products,Wyoming,Million dollars,2018,131.4493
Total plant products,Wyoming,Million dollars,2019,131.4825
Total plant products,Wyoming,Million dollars,2020,130.1554
Total plant products,Wyoming,Million dollars,2022,130.5985
Total plant products,Wyoming,Million dollars,2023,138.0679
Total plant products,Wyoming,Million dollars,2021,131.6095
Total plant products,United States,Million dollars,2000,43135.703
Total plant products,United States,Million dollars,2001,43399.911
Total plant products,United States,Million dollars,2002,43417.655
Total plant products,United States,Million dollars,2003,48610.239
Total plant products,United States,Million dollars,2004,52126.928
Total plant products,United States,Million dollars,2005,51828.807
Total plant products,United States,Million dollars,2006,58395.771
Total plant products,United States,Million dollars,2007,73516.894
Total plant products,United States,Million dollars,2008,93693.752
Total plant products,United States,Million dollars,2009,80190.23
Total plant products,United States,Million dollars,2010,93133.279
Total plant products,United States,Million dollars,2011,108384.171
Total plant products,United States,Million dollars,2012,111826.684
Total plant products,United States,Million dollars,2013,112286.561
Total plant products,United States,Million dollars,2014,116180.924
Total plant products,United States,Million dollars,2015,104613.951
Total plant products,United States,Million dollars,2016,107100.644
Total plant products,United States,Million dollars,2017,107335.648
Total plant products,United States,Million dollars,2018,108085.064
Total plant products,United States,Million dollars,2019,104735.092
Total plant products,United States,Million dollars,2020,113061.715
Total plant products,United States,Million dollars,2022,146884.432
Total plant products,United States,Million dollars,2023,128512.958
Total plant products,United States,Million dollars,2021,132420.26
Tree nuts,Alabama,Million dollars,2000,8.841979909
Tree nuts,Alabama,Million dollars,2001,5.701832111
Tree nuts,Alabama,Million dollars,2002,1.995245431
Tree nuts,Alabama,Million dollars,2003,4.755862235
Tree nuts,Alabama,Million dollars,2004,0.743178213
Tree nuts,Alabama,Million dollars,2005,2.862570243
Tree nuts,Alabama,Million dollars,2006,5.755059953
Tree nuts,Alabama,Million dollars,2007,7.315571405
Tree nuts,Alabama,Million dollars,2008,8.811898876
Tree nuts,Alabama,Million dollars,2009,14.41820871
Tree nuts,Alabama,Million dollars,2010,6.381667506
Tree nuts,Alabama,Million dollars,2011,24.03859235
Tree nuts,Alabama,Million dollars,2012,4.040244386
Tree nuts,Alabama,Million dollars,2013,4.047990767
Tree nuts,Alabama,Million dollars,2014,2.645319561
Tree nuts,Alabama,Million dollars,2015,3.824402995
Tree nuts,Alabama,Million dollars,2016,4.055827275
Tree nuts,Alabama,Million dollars,2017,3.402857048
Tree nuts,Alabama,Million dollars,2018,2.073234349
Tree nuts,Alabama,Million dollars,2019,0
Tree nuts,Alabama,Million dollars,2020,0
Tree nuts,Alabama,Million dollars,2022,0
Tree nuts,Alabama,Million dollars,2023,0
Tree nuts,Alabama,Million dollars,2021,0
Tree nuts,Alaska,Million dollars,2000,0
Tree nuts,Alaska,Million dollars,2001,0
Tree nuts,Alaska,Million dollars,2002,0
Tree nuts,Alaska,Million dollars,2003,0
Tree nuts,Alaska,Million dollars,2004,0
Tree nuts,Alaska,Million dollars,2005,0
Tree nuts,Alaska,Million dollars,2006,0
Tree nuts,Alaska,Million dollars,2007,0
Tree nuts,Alaska,Million dollars,2008,0
Tree nuts,Alaska,Million dollars,2009,0
Tree nuts,Alaska,Million dollars,2010,0
Tree nuts,Alaska,Million dollars,2011,0
Tree nuts,Alaska,Million dollars,2012,0
Tree nuts,Alaska,Million dollars,2013,0
Tree nuts,Alaska,Million dollars,2014,0
Tree nuts,Alaska,Million dollars,2015,0
Tree nuts,Alaska,Million dollars,2016,0
Tree nuts,Alaska,Million dollars,2017,0
Tree nuts,Alaska,Million dollars,2018,0
Tree nuts,Alaska,Million dollars,2019,0
Tree nuts,Alaska,Million dollars,2020,0
Tree nuts,Alaska,Million dollars,2022,0
Tree nuts,Alaska,Million dollars,2023,0
Tree nuts,Alaska,Million dollars,2021,0
Tree nuts,Arizona,Million dollars,2000,13.99611736
Tree nuts,Arizona,Million dollars,2001,7.24732871
Tree nuts,Arizona,Million dollars,2002,10.37275858
Tree nuts,Arizona,Million dollars,2003,15.30772714
Tree nuts,Arizona,Million dollars,2004,14.8750508
Tree nuts,Arizona,Million dollars,2005,22.98414064
Tree nuts,Arizona,Million dollars,2006,19.09003098
Tree nuts,Arizona,Million dollars,2007,26.34178353
Tree nuts,Arizona,Million dollars,2008,22.55415917
Tree nuts,Arizona,Million dollars,2009,30.52599579
Tree nuts,Arizona,Million dollars,2010,46.43954145
Tree nuts,Arizona,Million dollars,2011,39.34278306
Tree nuts,Arizona,Million dollars,2012,24.58878287
Tree nuts,Arizona,Million dollars,2013,30.71013403
Tree nuts,Arizona,Million dollars,2014,33.48505774
Tree nuts,Arizona,Million dollars,2015,53.76666537
Tree nuts,Arizona,Million dollars,2016,61.02172364
Tree nuts,Arizona,Million dollars,2017,65.65600698
Tree nuts,Arizona,Million dollars,2018,48.33895726
Tree nuts,Arizona,Million dollars,2019,64.3696091
Tree nuts,Arizona,Million dollars,2020,47.55329902
Tree nuts,Arizona,Million dollars,2022,136.347345
Tree nuts,Arizona,Million dollars,2023,78.40364649
Tree nuts,Arizona,Million dollars,2021,84.86674404
Tree nuts,Arkansas,Million dollars,2000,0.61746493
Tree nuts,Arkansas,Million dollars,2001,1.072844726
Tree nuts,Arkansas,Million dollars,2002,0.610532514
Tree nuts,Arkansas,Million dollars,2003,2.137848389
Tree nuts,Arkansas,Million dollars,2004,1.28649088
Tree nuts,Arkansas,Million dollars,2005,1.867461427
Tree nuts,Arkansas,Million dollars,2006,2.13340836
Tree nuts,Arkansas,Million dollars,2007,1.605560339
Tree nuts,Arkansas,Million dollars,2008,1.662119316
Tree nuts,Arkansas,Million dollars,2009,2.166990747
Tree nuts,Arkansas,Million dollars,2010,1.566580635
Tree nuts,Arkansas,Million dollars,2011,3.395023944
Tree nuts,Arkansas,Million dollars,2012,2.285220008
Tree nuts,Arkansas,Million dollars,2013,2.716140743
Tree nuts,Arkansas,Million dollars,2014,4.241440647
Tree nuts,Arkansas,Million dollars,2015,3.460980164
Tree nuts,Arkansas,Million dollars,2016,0
Tree nuts,Arkansas,Million dollars,2017,0
Tree nuts,Arkansas,Million dollars,2018,0
Tree nuts,Arkansas,Million dollars,2019,0
Tree nuts,Arkansas,Million dollars,2020,0
Tree nuts,Arkansas,Million dollars,2022,0
Tree nuts,Arkansas,Million dollars,2023,0
Tree nuts,Arkansas,Million dollars,2021,0
Tree nuts,California,Million dollars,2000,894.1046926
Tree nuts,California,Million dollars,2001,935.7149137
Tree nuts,California,Million dollars,2002,1176.221099
Tree nuts,California,Million dollars,2003,1392.570105
Tree nuts,California,Million dollars,2004,1788.14766
Tree nuts,California,Million dollars,2005,2396.69673
Tree nuts,California,Million dollars,2006,2554.50951
Tree nuts,California,Million dollars,2007,2682.414597
Tree nuts,California,Million dollars,2008,3089.669155
Tree nuts,California,Million dollars,2009,3229.667214
Tree nuts,California,Million dollars,2010,3848.494557
Tree nuts,California,Million dollars,2011,4734.622162
Tree nuts,California,Million dollars,2012,5968.676544
Tree nuts,California,Million dollars,2013,7080.147769
Tree nuts,California,Million dollars,2014,7444.150885
Tree nuts,California,Million dollars,2015,7744.095455
Tree nuts,California,Million dollars,2016,7125.513788
Tree nuts,California,Million dollars,2017,7689.872589
Tree nuts,California,Million dollars,2018,8015.600681
Tree nuts,California,Million dollars,2019,8508.260568
Tree nuts,California,Million dollars,2020,7833.338174
